Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
2017,4,10,12,30,32.4,0.05,0.925,0.7,467,412,852,0,0,7.1,467,412,0,852,0.304,20.75,20.61,0.93,0.14,953,2.5,186,4,,,,,,,,,,,,,,,,,,
2017,4,10,13,30,32.9,0.06,0.952,0.7,474,403,853,0,0,7.5,474,403,0,853,0.304,20.73,19.9,0.93,0.14,952,2.6,195,4.5,,,,,,,,,,,,,,,,,,
2017,4,10,14,30,33.1,0.06,0.936,0.7,452,384,791,0,3,7.7,572,51,0,617,0.304,20.77,27.76,0.93,0.14,950,2.6,204,4.6,,,,,,,,,,,,,,,,,,
2017,4,10,15,30,33,0.06,0.947,0.7,414,325,665,0,8,7.7,200,1,0,201,0.306,20.85,39.32,0.93,0.14,950,2.5,219,4.5,,,,,,,,,,,,,,,,,,
2017,4,10,16,30,32.6,0.06,0.947,0.7,344,236,489,0,3,7.4,342,16,0,351,0.308,20.87,52.12,0.93,0.14,949,2.4,242,4.5,,,,,,,,,,,,,,,,,,
2017,4,10,17,30,31.6,0.05,0.943,0.7,234,116,282,0,5,6.7,47,0,0,47,0.309,21.07,65.35,0.93,0.14,949,2.2,266,4.8,,,,,,,,,,,,,,,,,,
2017,4,10,18,30,29.3,0.04,0.922,0.7,73,12,76,0,3,5.7,35,0,0,35,0.31,22.5,78.66,0.93,0.14,949,2,285,5,,,,,,,,,,,,,,,,,,
2017,4,10,19,30,26.8,0.03,0.881,0.7,0,0,0,0,3,4.6,0,0,0,0,0.311,24.17,91.98,0.93,0.14,950,1.8,298,5.4,,,,,,,,,,,,,,,,,,
2017,4,10,20,30,25,0.03,0.825,0.7,0,0,0,0,0,3.5,0,0,0,0,0.312,24.84,104.94,0.93,0.14,951,1.7,307,5.5,,,,,,,,,,,,,,,,,,
2017,4,10,21,30,23.4,0.04,0.749,0.7,0,0,0,0,0,2.4,0,0,0,0,0.312,25.21,117.32,0.93,0.14,952,1.5,312,4.9,,,,,,,,,,,,,,,,,,
2017,4,10,22,30,22.1,0.05,0.665,0.7,0,0,0,0,0,1.4,0,0,0,0,0.312,25.45,128.64,0.93,0.14,952,1.4,314,4.4,,,,,,,,,,,,,,,,,,
2017,4,10,23,30,20.9,0.05,0.587,0.7,0,0,0,0,0,0.8,0,0,0,0,0.312,26.2,137.97,0.93,0.14,952,1.3,318,4.4,,,,,,,,,,,,,,,,,,
2017,4,11,0,30,19.9,0.06,0.54,0.7,0,0,0,0,0,0.7,0,0,0,0,0.311,27.66,143.72,0.92,0.14,952,1.3,323,5,,,,,,,,,,,,,,,,,,
2017,4,11,1,30,18.8,0.06,0.536,0.7,0,0,0,0,0,1.9,0,0,0,0,0.31,32.33,144.1,0.92,0.14,952,1.3,328,5.8,,,,,,,,,,,,,,,,,,
2017,4,11,2,30,17.6,0.05,0.555,0.7,0,0,0,0,0,4.8,0,0,0,0,0.31,42.83,138.96,0.92,0.14,952,1.3,330,6.3,,,,,,,,,,,,,,,,,,
2017,4,11,3,30,16.5,0.05,0.58,0.7,0,0,0,0,0,7.3,0,0,0,0,0.31,54.58,129.99,0.93,0.14,952,1.4,329,6.4,,,,,,,,,,,,,,,,,,
2017,4,11,4,30,15.6,0.04,0.606,0.7,0,0,0,0,0,8.6,0,0,0,0,0.311,62.96,118.86,0.93,0.14,952,1.4,328,6.4,,,,,,,,,,,,,,,,,,
2017,4,11,5,30,15,0.04,0.611,0.7,0,0,0,0,0,9.2,0,0,0,0,0.311,68.44,106.58,0.93,0.14,952,1.4,328,6.2,,,,,,,,,,,,,,,,,,
2017,4,11,6,30,14.9,0.05,0.591,0.7,0,0,0,0,0,9.8,0,0,0,0,0.311,71.37,93.67,0.93,0.14,953,1.5,328,6.2,,,,,,,,,,,,,,,,,,
2017,4,11,7,30,16,0.05,0.563,0.7,73,36,79,0,0,10.1,73,36,0,79,0.31,67.83,80.35,0.93,0.14,953,1.6,330,6.8,,,,,,,,,,,,,,,,,,
2017,4,11,8,30,18.3,0.05,0.542,0.7,196,248,292,0,0,9.4,196,248,0,292,0.307,56.12,67.04,0.93,0.14,953,1.6,332,6.7,,,,,,,,,,,,,,,,,,
2017,4,11,9,30,20.8,0.05,0.524,0.7,263,423,513,0,0,8.4,263,423,0,513,0.306,44.92,53.77,0.93,0.14,954,1.6,329,5.6,,,,,,,,,,,,,,,,,,
2017,4,11,10,30,23.1,0.05,0.518,0.7,304,531,705,0,0,7.5,304,531,0,705,0.305,36.66,40.85,0.93,0.14,953,1.6,323,4.7,,,,,,,,,,,,,,,,,,
2017,4,11,11,30,24.8,0.04,0.516,0.7,327,590,843,0,0,6.8,327,590,0,843,0.306,31.57,28.97,0.93,0.14,953,1.7,318,4.2,,,,,,,,,,,,,,,,,,
2017,4,11,12,30,26.2,0.04,0.514,0.7,339,619,920,0,0,6.3,339,619,0,920,0.308,28.15,20.24,0.93,0.14,952,1.7,316,4.1,,,,,,,,,,,,,,,,,,
2017,4,11,13,30,27.2,0.04,0.513,0.7,339,622,925,0,1,5.9,339,622,0,925,0.313,25.77,19.57,0.93,0.14,951,1.7,318,4.4,,,,,,,,,,,,,,,,,,
2017,4,11,14,30,27.7,0.04,0.52,0.7,331,593,856,0,2,5.5,508,81,0,579,0.318,24.35,27.55,0.93,0.14,951,1.7,322,4.8,,,,,,,,,,,,,,,,,,
2017,4,11,15,30,27.5,0.04,0.536,0.7,313,527,722,0,8,5.2,460,204,0,618,0.324,24.19,39.18,0.93,0.14,950,1.7,328,5.3,,,,,,,,,,,,,,,,,,
2017,4,11,16,30,26.7,0.03,0.569,0.7,282,409,533,7,8,5.3,282,409,5,533,0.328,25.39,52.01,0.93,0.14,950,1.7,333,6,,,,,,,,,,,,,,,,,,
2017,4,11,17,30,25.1,0.03,0.637,0.7,218,221,311,0,1,5.6,218,221,0,311,0.33,28.54,65.25,0.93,0.14,951,1.8,339,6.7,,,,,,,,,,,,,,,,,,
2017,4,11,18,30,22.8,0.02,0.755,0.7,85,25,89,0,0,6.4,85,25,0,89,0.332,34.77,78.55,0.93,0.14,951,1.8,346,7.4,,,,,,,,,,,,,,,,,,
2017,4,11,19,30,20.4,0.02,0.923,0.7,0,0,0,0,0,8.1,0,0,0,0,0.334,45.1,91.87,0.93,0.14,952,1.9,353,7.9,,,,,,,,,,,,,,,,,,
2017,4,11,20,30,18.8,0.02,1.053,0.7,0,0,0,0,0,9.4,0,0,0,0,0.336,54.53,104.8,0.93,0.14,954,1.9,268,8,,,,,,,,,,,,,,,,,,
2017,4,11,21,30,17.7,0.04,1.077,0.7,0,0,0,0,0,9.9,0,0,0,0,0.337,60.18,117.15,0.93,0.14,955,1.9,2,7.9,,,,,,,,,,,,,,,,,,
2017,4,11,22,30,16.6,0.06,1.026,0.7,0,0,0,0,1,9.9,0,0,0,0,0.337,64.78,128.43,0.93,0.14,955,1.8,6,7.8,,,,,,,,,,,,,,,,,,
2017,4,11,23,30,15.3,0.09,0.937,0.7,0,0,0,0,0,9.9,0,0,0,0,0.334,69.98,137.7,0.93,0.14,955,1.8,6,7.7,,,,,,,,,,,,,,,,,,
2017,4,12,0,30,14.3,0.11,0.863,0.7,0,0,0,0,1,9.6,0,0,0,0,0.33,73.58,143.38,0.93,0.14,956,1.8,4,7.3,,,,,,,,,,,,,,,,,,
2017,4,12,1,30,13.8,0.13,0.815,0.7,0,0,0,0,1,9.3,0,0,0,0,0.327,74.49,143.73,0.93,0.14,956,1.8,91,6.9,,,,,,,,,,,,,,,,,,
2017,4,12,2,30,13.5,0.15,0.798,0.7,0,0,0,0,1,9.2,0,0,0,0,0.325,75.13,138.61,0.93,0.14,956,1.8,360,6.4,,,,,,,,,,,,,,,,,,
2017,4,12,3,30,13.3,0.15,0.805,0.7,0,0,0,0,0,9.1,0,0,0,0,0.325,75.89,129.68,0.93,0.14,955,1.8,359,6.2,,,,,,,,,,,,,,,,,,
2017,4,12,4,30,13.2,0.16,0.817,0.7,0,0,0,0,0,9.1,0,0,0,0,0.325,76.26,118.59,0.93,0.14,956,1.9,359,6.1,,,,,,,,,,,,,,,,,,
2017,4,12,5,30,12.9,0.16,0.83,0.7,0,0,0,0,3,9,0,0,0,0,0.326,77.34,106.33,0.93,0.14,956,1.8,358,6.1,,,,,,,,,,,,,,,,,,
2017,4,12,6,30,12.8,0.15,0.843,0.7,0,0,0,0,4,8.9,0,0,0,0,0.325,76.94,93.44,0.93,0.14,957,1.8,357,6.1,,,,,,,,,,,,,,,,,,
2017,4,12,7,30,13.2,0.14,0.857,0.7,61,11,62,0,4,8.5,5,0,0,5,0.324,73.21,80.13,0.93,0.14,957,1.8,356,6.4,,,,,,,,,,,,,,,,,,
2017,4,12,8,30,14.1,0.14,0.858,0.7,218,131,269,0,5,8.1,179,1,0,179,0.324,66.95,66.83,0.93,0.14,958,1.8,357,6.4,,,,,,,,,,,,,,,,,,
2017,4,12,9,30,15.5,0.13,0.843,0.7,323,272,485,0,4,7.6,358,22,0,371,0.323,59.25,53.55,0.93,0.14,958,1.7,358,6.1,,,,,,,,,,,,,,,,,,
2017,4,12,10,30,17.1,0.12,0.814,0.7,383,383,674,0,3,7.2,497,58,0,541,0.321,51.98,40.6,0.93,0.14,958,1.7,359,5.6,,,,,,,,,,,,,,,,,,
2017,4,12,11,30,18.7,0.11,0.777,0.7,411,460,815,0,1,7,411,460,0,815,0.318,46.46,28.68,0.93,0.14,958,1.7,359,5.2,,,,,,,,,,,,,,,,,,
2017,4,12,12,30,19.9,0.11,0.726,0.7,412,513,895,0,2,6.9,592,90,0,677,0.316,42.82,19.88,0.93,0.14,957,1.7,359,4.8,,,,,,,,,,,,,,,,,,
2017,4,12,13,30,20.6,0.11,0.671,0.7,394,542,906,0,3,6.6,377,1,0,378,0.317,40.27,19.24,0.93,0.14,957,1.7,358,4.5,,,,,,,,,,,,,,,,,,
2017,4,12,14,30,21,0.11,0.61,0.7,360,548,847,0,4,6.3,228,0,0,228,0.319,38.55,27.34,0.93,0.14,956,1.7,357,4.4,,,,,,,,,,,,,,,,,,
2017,4,12,15,30,21,0.12,0.559,0.7,317,521,722,0,3,6.1,434,51,0,474,0.322,38,39.03,0.93,0.14,956,1.7,357,4.4,,,,,,,,,,,,,,,,,,
2017,4,12,16,30,20.5,0.12,0.511,0.7,262,452,542,0,0,6,262,452,0,542,0.323,38.79,51.89,0.93,0.14,956,1.8,358,4.3,,,,,,,,,,,,,,,,,,
2017,4,12,17,30,19.7,0.13,0.466,0.7,193,328,331,0,1,5.7,193,328,0,331,0.321,39.98,65.14,0.93,0.14,956,1.7,270,4.2,,,,,,,,,,,,,,,,,,
2017,4,12,18,30,18.8,0.13,0.422,0.7,94,115,117,0,0,5.3,94,115,0,117,0.318,41.22,78.45,0.93,0.14,956,1.7,4,4.2,,,,,,,,,,,,,,,,,,
2017,4,12,19,30,17.9,0.14,0.377,0.7,0,0,0,0,0,5.2,0,0,0,0,0.316,43.04,91.75,0.93,0.14,957,1.6,9,4.1,,,,,,,,,,,,,,,,,,
2017,4,12,20,30,17.1,0.15,0.333,0.7,0,0,0,0,0,5.1,0,0,0,0,0.315,45.22,104.67,0.93,0.14,958,1.6,12,4,,,,,,,,,,,,,,,,,,
2017,4,12,21,30,16.1,0.16,0.293,0.7,0,0,0,0,0,5.3,0,0,0,0,0.315,48.65,116.99,0.92,0.14,959,1.5,14,3.8,,,,,,,,,,,,,,,,,,
2017,4,12,22,30,15,0.17,0.259,0.7,0,0,0,0,0,5.5,0,0,0,0,0.314,53.12,128.21,0.92,0.14,959,1.5,15,3.3,,,,,,,,,,,,,,,,,,
2017,4,12,23,30,13.9,0.18,0.235,0.7,0,0,0,0,0,5.9,0,0,0,0,0.313,58.34,137.42,0.92,0.14,959,1.5,14,3,,,,,,,,,,,,,,,,,,
2017,4,13,0,30,13,0.19,0.218,0.7,0,0,0,0,0,6.2,0,0,0,0,0.312,63.54,143.04,0.92,0.14,959,1.4,13,2.7,,,,,,,,,,,,,,,,,,
2017,4,13,1,30,12.2,0.2,0.206,0.7,0,0,0,0,0,6.7,0,0,0,0,0.312,68.94,143.36,0.92,0.14,959,1.4,12,2.5,,,,,,,,,,,,,,,,,,
2017,4,13,2,30,11.5,0.22,0.198,0.7,0,0,0,0,0,7.1,0,0,0,0,0.311,74.16,138.27,0.92,0.14,959,1.4,8,2.3,,,,,,,,,,,,,,,,,,
2017,4,13,3,30,10.8,0.25,0.192,0.7,0,0,0,0,0,7.4,0,0,0,0,0.311,79.4,129.37,0.92,0.14,959,1.3,90,2.1,,,,,,,,,,,,,,,,,,
2017,4,13,4,30,10.2,0.28,0.188,0.7,0,0,0,0,0,7.6,0,0,0,0,0.31,84.02,118.31,0.92,0.14,959,1.3,351,2.1,,,,,,,,,,,,,,,,,,
2017,4,13,5,30,9.7,0.33,0.181,0.7,0,0,0,0,0,7.8,0,0,0,0,0.31,87.69,106.09,0.92,0.14,959,1.2,345,2.1,,,,,,,,,,,,,,,,,,
2017,4,13,6,30,10,0.38,0.167,0.7,0,0,0,0,1,7.8,0,0,0,0,0.311,86.29,93.22,0.92,0.14,959,1.1,340,2.4,,,,,,,,,,,,,,,,,,
2017,4,13,7,30,12.3,0.46,0.152,0.7,62,351,123,0,0,7.6,62,351,0,123,0.311,73.05,79.92,0.92,0.14,960,1,342,3.9,,,,,,,,,,,,,,,,,,
2017,4,13,8,30,15.1,0.53,0.139,0.7,98,668,364,0,0,5.3,98,668,0,364,0.311,51.78,66.61,0.92,0.14,960,0.9,350,4.7,,,,,,,,,,,,,,,,,,
2017,4,13,9,30,17.6,0.59,0.128,0.7,115,820,606,0,0,2,115,820,0,606,0.311,35.11,53.32,0.92,0.14,960,0.8,266,5.3,,,,,,,,,,,,,,,,,,
2017,4,13,10,30,19.7,0.63,0.12,0.7,124,899,808,0,0,-0.5,124,899,0,808,0.311,25.69,40.36,0.91,0.14,960,0.8,2,5.4,,,,,,,,,,,,,,,,,,
2017,4,13,11,30,21.3,0.67,0.117,0.7,130,939,956,0,0,-2.2,130,939,0,956,0.31,20.57,28.39,0.91,0.14,960,0.8,6,5.2,,,,,,,,,,,,,,,,,,
2017,4,13,12,30,22.6,0.7,0.12,0.7,135,954,1034,0,0,-3.2,135,954,0,1034,0.309,17.7,19.52,0.91,0.14,959,0.8,8,4.8,,,,,,,,,,,,,,,,,,
2017,4,13,13,30,23.5,0.73,0.124,0.7,137,953,1038,0,0,-3.7,137,953,0,1038,0.307,16.15,18.92,0.91,0.14,958,0.8,9,4.5,,,,,,,,,,,,,,,,,,
2017,4,13,14,30,24,0.75,0.124,0.7,134,934,965,0,0,-3.8,134,934,0,965,0.307,15.45,27.13,0.92,0.14,958,0.9,12,4.2,,,,,,,,,,,,,,,,,,
2017,4,13,15,30,24,0.77,0.126,0.7,127,898,826,7,8,-3.9,223,739,7,798,0.306,15.4,38.89,0.92,0.14,957,0.9,16,4,,,,,,,,,,,,,,,,,,
2017,4,13,16,30,23.5,0.79,0.129,0.7,115,828,627,0,0,-3.8,115,828,0,627,0.306,15.95,51.78,0.92,0.14,957,1,18,3.9,,,,,,,,,,,,,,,,,,
2017,4,13,17,30,22.5,0.82,0.132,0.7,96,706,394,0,2,-3.7,247,121,0,299,0.306,17.15,65.04,0.92,0.14,958,1,20,3.9,,,,,,,,,,,,,,,,,,
2017,4,13,18,30,20.5,0.85,0.135,0.7,62,453,154,0,0,-3.5,62,453,0,154,0.307,19.68,78.35,0.92,0.14,958,1,24,3.4,,,,,,,,,,,,,,,,,,
2017,4,13,19,30,17.9,0.89,0.135,0.7,0,0,0,0,0,-3.2,0,0,0,0,0.309,23.66,91.64,0.92,0.14,959,1,32,2.6,,,,,,,,,,,,,,,,,,
2017,4,13,20,30,16.6,0.93,0.13,0.7,0,0,0,0,0,-2.9,0,0,0,0,0.311,26.23,104.54,0.92,0.14,960,1,33,2.6,,,,,,,,,,,,,,,,,,
2017,4,13,21,30,15.3,0.98,0.123,0.7,0,0,0,0,0,-2.6,0,0,0,0,0.312,29.01,116.82,0.92,0.14,961,1,30,2.1,,,,,,,,,,,,,,,,,,
2017,4,13,22,30,14.2,1.02,0.117,0.7,0,0,0,0,0,-2.5,0,0,0,0,0.313,31.49,128,0.92,0.14,961,1,26,1.6,,,,,,,,,,,,,,,,,,
2017,4,13,23,30,13.4,1.05,0.115,0.7,0,0,0,0,0,-2.4,0,0,0,0,0.314,33.35,137.14,0.92,0.14,961,1,19,1.3,,,,,,,,,,,,,,,,,,
2017,4,14,0,30,12.9,1.06,0.114,0.7,0,0,0,0,0,-2.4,0,0,0,0,0.314,34.53,142.7,0.92,0.14,961,1,97,1.2,,,,,,,,,,,,,,,,,,
2017,4,14,1,30,12.4,1.06,0.114,0.7,0,0,0,0,0,-2.3,0,0,0,0,0.315,35.8,142.99,0.92,0.14,961,1,352,1.1,,,,,,,,,,,,,,,,,,
2017,4,14,2,30,11.8,1.03,0.115,0.7,0,0,0,0,0,-2.2,0,0,0,0,0.317,37.51,137.92,0.92,0.14,961,0.9,340,1.2,,,,,,,,,,,,,,,,,,
2017,4,14,3,30,11.2,0.98,0.118,0.7,0,0,0,0,0,-2.1,0,0,0,0,0.32,39.59,129.06,0.92,0.14,961,0.9,335,1.3,,,,,,,,,,,,,,,,,,
2017,4,14,4,30,10.5,0.92,0.123,0.7,0,0,0,0,0,-1.7,0,0,0,0,0.322,42.57,118.04,0.92,0.14,961,0.9,336,1.4,,,,,,,,,,,,,,,,,,
2017,4,14,5,30,10.1,0.84,0.126,0.7,0,0,0,0,0,-1.1,0,0,0,0,0.323,45.57,105.84,0.92,0.14,962,0.9,339,1.4,,,,,,,,,,,,,,,,,,
2017,4,14,6,30,10.8,0.77,0.129,0.7,0,0,0,0,0,-0.4,0,0,0,0,0.321,45.81,92.99,0.92,0.14,962,0.9,342,1.7,,,,,,,,,,,,,,,,,,
2017,4,14,7,30,14.4,0.73,0.13,0.7,58,414,132,0,0,0.3,58,414,0,132,0.318,38.24,79.71,0.92,0.14,963,0.9,346,2.6,,,,,,,,,,,,,,,,,,
2017,4,14,8,30,18,0.73,0.13,0.7,94,691,370,0,0,0.8,94,691,0,370,0.315,31.37,66.4,0.92,0.14,963,0.9,268,2.5,,,,,,,,,,,,,,,,,,
2017,4,14,9,30,20.5,0.75,0.129,0.7,113,820,606,0,0,0.3,113,820,0,606,0.313,25.93,53.11,0.91,0.14,964,0.9,2,2.6,,,,,,,,,,,,,,,,,,
2017,4,14,10,30,22.3,0.77,0.129,0.7,126,889,806,0,0,-0.5,126,889,0,806,0.312,21.91,40.12,0.91,0.14,964,0.9,6,2.4,,,,,,,,,,,,,,,,,,
2017,4,14,11,30,23.8,0.78,0.128,0.7,134,928,952,0,0,-1.3,134,928,0,952,0.312,18.85,28.1,0.91,0.14,963,0.9,8,2.2,,,,,,,,,,,,,,,,,,
2017,4,14,12,30,25.1,0.77,0.129,0.7,139,944,1030,0,0,-2,139,944,0,1030,0.312,16.54,19.17,0.91,0.14,963,0.9,9,2.1,,,,,,,,,,,,,,,,,,
2017,4,14,13,30,26.1,0.75,0.13,0.7,140,943,1034,0,0,-2.7,140,943,0,1034,0.313,14.85,18.6,0.92,0.14,962,0.9,8,2,,,,,,,,,,,,,,,,,,
2017,4,14,14,30,26.7,0.74,0.133,0.7,138,926,963,0,0,-3.2,138,926,0,963,0.313,13.77,26.93,0.92,0.14,961,0.9,8,2.1,,,,,,,,,,,,,,,,,,
2017,4,14,15,30,27,0.73,0.137,0.7,132,887,824,0,0,-3.7,132,887,0,824,0.314,13.12,38.76,0.92,0.14,960,0.9,9,2.3,,,,,,,,,,,,,,,,,,
2017,4,14,16,30,26.7,0.72,0.142,0.7,121,816,628,0,0,-3.8,121,816,0,628,0.314,13.16,51.67,0.92,0.14,960,0.9,13,2.6,,,,,,,,,,,,,,,,,,
2017,4,14,17,30,25.8,0.7,0.146,0.7,102,685,392,0,0,-3.9,102,685,0,392,0.313,13.86,64.95,0.92,0.14,960,1,19,2.8,,,,,,,,,,,,,,,,,,
2017,4,14,18,30,23.6,0.68,0.151,0.7,67,421,152,0,0,-3.6,67,421,0,152,0.312,16.09,78.25,0.92,0.14,960,1,30,2.5,,,,,,,,,,,,,,,,,,
2017,4,14,19,30,20.5,0.66,0.155,0.7,0,0,0,0,0,-3.1,0,0,0,0,0.312,20.27,91.53,0.92,0.14,961,1,47,2,,,,,,,,,,,,,,,,,,
2017,4,14,20,30,19,0.63,0.157,0.7,0,0,0,0,0,-2.6,0,0,0,0,0.311,23.06,104.4,0.92,0.14,962,1,56,2.1,,,,,,,,,,,,,,,,,,
2017,4,14,21,30,17.5,0.62,0.155,0.7,0,0,0,0,0,-2.1,0,0,0,0,0.31,26.19,116.66,0.92,0.14,963,1,64,1.7,,,,,,,,,,,,,,,,,,
2017,4,14,22,30,16.4,0.62,0.149,0.7,0,0,0,0,0,-1.8,0,0,0,0,0.31,28.79,127.79,0.91,0.14,963,1,78,1.2,,,,,,,,,,,,,,,,,,
2017,4,14,23,30,15.8,0.63,0.141,0.7,0,0,0,0,0,-1.6,0,0,0,0,0.308,30.42,136.87,0.91,0.14,963,1,101,1,,,,,,,,,,,,,,,,,,
2017,4,15,0,30,15.7,0.64,0.132,0.7,0,0,0,0,0,-1.4,0,0,0,0,0.307,30.89,142.36,0.91,0.14,963,0.9,133,0.8,,,,,,,,,,,,,,,,,,
2017,4,15,1,30,15.5,0.65,0.122,0.7,0,0,0,0,0,-1.4,0,0,0,0,0.305,31.35,142.63,0.91,0.14,963,0.9,180,0.6,,,,,,,,,,,,,,,,,,
2017,4,15,2,30,15,0.68,0.113,0.7,0,0,0,0,0,-1.5,0,0,0,0,0.305,32.27,137.58,0.91,0.14,963,0.9,235,0.6,,,,,,,,,,,,,,,,,,
2017,4,15,3,30,14.5,0.71,0.105,0.7,0,0,0,0,0,-1.5,0,0,0,0,0.304,33.13,128.76,0.9,0.14,963,0.9,264,0.8,,,,,,,,,,,,,,,,,,
2017,4,15,4,30,14,0.75,0.1,0.7,0,0,0,0,0,-1.6,0,0,0,0,0.304,33.97,117.78,0.9,0.14,963,0.9,273,1,,,,,,,,,,,,,,,,,,
2017,4,15,5,30,13.6,0.77,0.095,0.7,0,0,0,0,0,-1.7,0,0,0,0,0.304,34.59,105.6,0.9,0.14,963,0.9,272,1.1,,,,,,,,,,,,,,,,,,
2017,4,15,6,30,14.1,0.79,0.092,0.7,0,0,0,0,0,-1.9,0,0,0,0,0.303,33.22,92.77,0.9,0.14,963,0.9,265,1.3,,,,,,,,,,,,,,,,,,
2017,4,15,7,30,17.3,0.8,0.089,0.7,50,495,140,0,0,-1.9,50,495,0,140,0.301,26.89,79.5,0.9,0.14,964,0.9,256,1.7,,,,,,,,,,,,,,,,,,
2017,4,15,8,30,21.2,0.8,0.086,0.7,78,755,383,0,0,-1.8,78,755,0,383,0.301,21.33,66.19,0.9,0.14,964,0.9,267,1.6,,,,,,,,,,,,,,,,,,
2017,4,15,9,30,23.8,0.81,0.083,0.7,93,873,620,0,0,-1.8,93,873,0,620,0.301,18.22,52.89,0.89,0.14,964,0.9,312,1.2,,,,,,,,,,,,,,,,,,
2017,4,15,10,30,25.6,0.82,0.08,0.7,102,937,821,0,0,-2.3,102,937,0,821,0.302,15.72,39.88,0.89,0.14,964,0.9,337,1.1,,,,,,,,,,,,,,,,,,
2017,4,15,11,30,26.9,0.83,0.08,0.7,108,969,966,0,0,-2.9,108,969,0,966,0.301,13.97,27.82,0.89,0.14,964,0.9,348,0.9,,,,,,,,,,,,,,,,,,
2017,4,15,12,30,28.1,0.83,0.081,0.7,112,983,1043,0,0,-3.3,112,983,0,1043,0.3,12.59,18.81,0.89,0.14,963,0.9,348,0.7,,,,,,,,,,,,,,,,,,
2017,4,15,13,30,29,0.84,0.084,0.7,114,978,1043,0,0,-3.7,114,978,0,1043,0.299,11.65,18.28,0.9,0.14,962,1,339,0.7,,,,,,,,,,,,,,,,,,
2017,4,15,14,30,29.5,0.83,0.086,0.7,112,963,972,0,0,-3.9,112,963,0,972,0.299,11.14,26.73,0.9,0.14,961,1,333,0.8,,,,,,,,,,,,,,,,,,
2017,4,15,15,30,29.8,0.81,0.089,0.7,107,925,830,0,0,-4,107,925,0,830,0.3,10.89,38.62,0.9,0.14,960,1.1,338,0.9,,,,,,,,,,,,,,,,,,
2017,4,15,16,30,29.6,0.78,0.093,0.7,98,862,634,0,0,-3.9,98,862,0,634,0.3,11.05,51.57,0.9,0.14,959,1.1,348,1.2,,,,,,,,,,,,,,,,,,
2017,4,15,17,30,28.8,0.76,0.1,0.7,84,740,399,0,3,-3.8,249,43,0,268,0.3,11.72,64.85,0.9,0.14,959,1.2,272,1.5,,,,,,,,,,,,,,,,,,
2017,4,15,18,30,26.7,0.75,0.113,0.7,59,480,158,0,3,-3.3,35,0,0,35,0.301,13.67,78.15,0.91,0.14,959,1.2,21,1.4,,,,,,,,,,,,,,,,,,
2017,4,15,19,30,23.7,0.72,0.123,0.7,0,0,0,0,1,-2.8,0,0,0,0,0.302,16.96,91.41,0.91,0.14,960,1.3,56,1.1,,,,,,,,,,,,,,,,,,
2017,4,15,20,30,22.2,0.67,0.129,0.7,0,0,0,0,0,-3.2,0,0,0,0,0.303,18.07,104.27,0.91,0.14,960,1.3,75,1.3,,,,,,,,,,,,,,,,,,
2017,4,15,21,30,20.9,0.65,0.13,0.7,0,0,0,0,3,-3.6,0,0,0,0,0.303,18.96,116.49,0.91,0.14,961,1.3,91,1.4,,,,,,,,,,,,,,,,,,
2017,4,15,22,30,19.8,0.64,0.13,0.7,0,0,0,0,0,-4.2,0,0,0,0,0.304,19.43,127.57,0.91,0.14,961,1.2,109,1.5,,,,,,,,,,,,,,,,,,
2017,4,15,23,30,18.6,0.64,0.128,0.7,0,0,0,0,0,-4.9,0,0,0,0,0.305,19.84,136.59,0.91,0.14,961,1.2,128,1.5,,,,,,,,,,,,,,,,,,
2017,4,16,0,30,17.5,0.65,0.127,0.7,0,0,0,0,0,-5.6,0,0,0,0,0.305,20.16,142.02,0.91,0.14,961,1.2,146,1.4,,,,,,,,,,,,,,,,,,
2017,4,16,1,30,16.7,0.66,0.13,0.7,0,0,0,0,0,-6.1,0,0,0,0,0.305,20.43,142.27,0.91,0.14,961,1.2,164,1.4,,,,,,,,,,,,,,,,,,
2017,4,16,2,30,16.2,0.68,0.137,0.7,0,0,0,0,0,-6.4,0,0,0,0,0.304,20.63,137.24,0.91,0.14,961,1.2,182,1.4,,,,,,,,,,,,,,,,,,
2017,4,16,3,30,16,0.67,0.149,0.7,0,0,0,0,0,-6.5,0,0,0,0,0.304,20.75,128.46,0.91,0.14,961,1.2,202,1.3,,,,,,,,,,,,,,,,,,
2017,4,16,4,30,15.8,0.64,0.162,0.7,0,0,0,0,0,-6.3,0,0,0,0,0.302,21.27,117.51,0.92,0.14,961,1.2,231,1.1,,,,,,,,,,,,,,,,,,
2017,4,16,5,30,15.4,0.6,0.171,0.7,0,0,0,0,0,-5.8,0,0,0,0,0.301,22.66,105.37,0.91,0.14,961,1.2,269,1,,,,,,,,,,,,,,,,,,
